75	68	60	53	46	40	33	28	25	24	73	65	58	50	43	35	28	22	17	16	72	64	56	48	40	32	25	17	11	8	72	64	56	48	40	32	24	16	8	0	72	64	56	48	40	32	25	17	11	8	73	65	58	50	43	35	28	22	17	16	75	68	60	53	46	40	33	28	25	24	78	71	64	57	51	45	40	35	32	32	82	75	68	62	56	51	46	43	40	40	86	80	73	67	62	57	53	50	48	48	
32	32	35	40	45	51	57	64	71	78	24	25	28	33	40	46	53	60	68	75	16	17	22	28	35	43	50	58	65	73	8	11	17	25	32	40	48	56	64	72	0	8	16	24	32	40	48	56	64	72	8	11	17	25	32	40	48	56	64	72	16	17	22	28	35	43	50	58	65	73	24	25	28	33	40	46	53	60	68	75	32	32	35	40	45	51	57	64	71	78	40	40	43	46	51	56	62	68	75	82	
32	32	32	35	40	45	51	57	64	71	25	24	25	28	33	40	46	53	60	68	17	16	17	22	28	35	43	50	58	65	11	8	11	17	25	32	40	48	56	64	8	0	8	16	24	32	40	48	56	64	11	8	11	17	25	32	40	48	56	64	17	16	17	22	28	35	43	50	58	65	25	24	25	28	33	40	46	53	60	68	32	32	32	35	40	45	51	57	64	71	40	40	40	43	46	51	56	62	68	75	
35	32	32	32	35	40	45	51	57	64	28	25	24	25	28	33	40	46	53	60	22	17	16	17	22	28	35	43	50	58	17	11	8	11	17	25	32	40	48	56	16	8	0	8	16	24	32	40	48	56	17	11	8	11	17	25	32	40	48	56	22	17	16	17	22	28	35	43	50	58	28	25	24	25	28	33	40	46	53	60	35	32	32	32	35	40	45	51	57	64	43	40	40	40	43	46	51	56	62	68	
40	35	32	32	32	35	40	45	51	57	33	28	25	24	25	28	33	40	46	53	28	22	17	16	17	22	28	35	43	50	25	17	11	8	11	17	25	32	40	48	24	16	8	0	8	16	24	32	40	48	25	17	11	8	11	17	25	32	40	48	28	22	17	16	17	22	28	35	43	50	33	28	25	24	25	28	33	40	46	53	40	35	32	32	32	35	40	45	51	57	46	43	40	40	40	43	46	51	56	62	
45	40	35	32	32	32	35	40	45	51	40	33	28	25	24	25	28	33	40	46	35	28	22	17	16	17	22	28	35	43	32	25	17	11	8	11	17	25	32	40	32	24	16	8	0	8	16	24	32	40	32	25	17	11	8	11	17	25	32	40	35	28	22	17	16	17	22	28	35	43	40	33	28	25	24	25	28	33	40	46	45	40	35	32	32	32	35	40	45	51	51	46	43	40	40	40	43	46	51	56	
51	45	40	35	32	32	32	35	40	45	46	40	33	28	25	24	25	28	33	40	43	35	28	22	17	16	17	22	28	35	40	32	25	17	11	8	11	17	25	32	40	32	24	16	8	0	8	16	24	32	40	32	25	17	11	8	11	17	25	32	43	35	28	22	17	16	17	22	28	35	46	40	33	28	25	24	25	28	33	40	51	45	40	35	32	32	32	35	40	45	56	51	46	43	40	40	40	43	46	51	
57	51	45	40	35	32	32	32	35	40	53	46	40	33	28	25	24	25	28	33	50	43	35	28	22	17	16	17	22	28	48	40	32	25	17	11	8	11	17	25	48	40	32	24	16	8	0	8	16	24	48	40	32	25	17	11	8	11	17	25	50	43	35	28	22	17	16	17	22	28	53	46	40	33	28	25	24	25	28	33	57	51	45	40	35	32	32	32	35	40	62	56	51	46	43	40	40	40	43	46	
64	57	51	45	40	35	32	32	32	35	60	53	46	40	33	28	25	24	25	28	58	50	43	35	28	22	17	16	17	22	56	48	40	32	25	17	11	8	11	17	56	48	40	32	24	16	8	0	8	16	56	48	40	32	25	17	11	8	11	17	58	50	43	35	28	22	17	16	17	22	60	53	46	40	33	28	25	24	25	28	64	57	51	45	40	35	32	32	32	35	68	62	56	51	46	43	40	40	40	43	
71	64	57	51	45	40	35	32	32	32	68	60	53	46	40	33	28	25	24	25	65	58	50	43	35	28	22	17	16	17	64	56	48	40	32	25	17	11	8	11	64	56	48	40	32	24	16	8	0	8	64	56	48	40	32	25	17	11	8	11	65	58	50	43	35	28	22	17	16	17	68	60	53	46	40	33	28	25	24	25	71	64	57	51	45	40	35	32	32	32	75	68	62	56	51	46	43	40	40	40	
78	71	64	57	51	45	40	35	32	32	75	68	60	53	46	40	33	28	25	24	73	65	58	50	43	35	28	22	17	16	72	64	56	48	40	32	25	17	11	8	72	64	56	48	40	32	24	16	8	0	72	64	56	48	40	32	25	17	11	8	73	65	58	50	43	35	28	22	17	16	75	68	60	53	46	40	33	28	25	24	78	71	64	57	51	45	40	35	32	32	82	75	68	62	56	51	46	43	40	40	
40	40	43	46	51	56	62	68	75	82	32	32	35	40	45	51	57	64	71	78	24	25	28	33	40	46	53	60	68	75	16	17	22	28	35	43	50	58	65	73	8	11	17	25	32	40	48	56	64	72	0	8	16	24	32	40	48	56	64	72	8	11	17	25	32	40	48	56	64	72	16	17	22	28	35	43	50	58	65	73	24	25	28	33	40	46	53	60	68	75	32	32	35	40	45	51	57	64	71	78	
40	40	40	43	46	51	56	62	68	75	32	32	32	35	40	45	51	57	64	71	25	24	25	28	33	40	46	53	60	68	17	16	17	22	28	35	43	50	58	65	11	8	11	17	25	32	40	48	56	64	8	0	8	16	24	32	40	48	56	64	11	8	11	17	25	32	40	48	56	64	17	16	17	22	28	35	43	50	58	65	25	24	25	28	33	40	46	53	60	68	32	32	32	35	40	45	51	57	64	71	
43	40	40	40	43	46	51	56	62	68	35	32	32	32	35	40	45	51	57	64	28	25	24	25	28	33	40	46	53	60	22	17	16	17	22	28	35	43	50	58	17	11	8	11	17	25	32	40	48	56	16	8	0	8	16	24	32	40	48	56	17	11	8	11	17	25	32	40	48	56	22	17	16	17	22	28	35	43	50	58	28	25	24	25	28	33	40	46	53	60	35	32	32	32	35	40	45	51	57	64	
46	43	40	40	40	43	46	51	56	62	40	35	32	32	32	35	40	45	51	57	33	28	25	24	25	28	33	40	46	53	28	22	17	16	17	22	28	35	43	50	25	17	11	8	11	17	25	32	40	48	24	16	8	0	8	16	24	32	40	48	25	17	11	8	11	17	25	32	40	48	28	22	17	16	17	22	28	35	43	50	33	28	25	24	25	28	33	40	46	53	40	35	32	32	32	35	40	45	51	57	
51	46	43	40	40	40	43	46	51	56	45	40	35	32	32	32	35	40	45	51	40	33	28	25	24	25	28	33	40	46	35	28	22	17	16	17	22	28	35	43	32	25	17	11	8	11	17	25	32	40	32	24	16	8	0	8	16	24	32	40	32	25	17	11	8	11	17	25	32	40	35	28	22	17	16	17	22	28	35	43	40	33	28	25	24	25	28	33	40	46	45	40	35	32	32	32	35	40	45	51	
56	51	46	43	40	40	40	43	46	51	51	45	40	35	32	32	32	35	40	45	46	40	33	28	25	24	25	28	33	40	43	35	28	22	17	16	17	22	28	35	40	32	25	17	11	8	11	17	25	32	40	32	24	16	8	0	8	16	24	32	40	32	25	17	11	8	11	17	25	32	43	35	28	22	17	16	17	22	28	35	46	40	33	28	25	24	25	28	33	40	51	45	40	35	32	32	32	35	40	45	
62	56	51	46	43	40	40	40	43	46	57	51	45	40	35	32	32	32	35	40	53	46	40	33	28	25	24	25	28	33	50	43	35	28	22	17	16	17	22	28	48	40	32	25	17	11	8	11	17	25	48	40	32	24	16	8	0	8	16	24	48	40	32	25	17	11	8	11	17	25	50	43	35	28	22	17	16	17	22	28	53	46	40	33	28	25	24	25	28	33	57	51	45	40	35	32	32	32	35	40	
68	62	56	51	46	43	40	40	40	43	64	57	51	45	40	35	32	32	32	35	60	53	46	40	33	28	25	24	25	28	58	50	43	35	28	22	17	16	17	22	56	48	40	32	25	17	11	8	11	17	56	48	40	32	24	16	8	0	8	16	56	48	40	32	25	17	11	8	11	17	58	50	43	35	28	22	17	16	17	22	60	53	46	40	33	28	25	24	25	28	64	57	51	45	40	35	32	32	32	35	
75	68	62	56	51	46	43	40	40	40	71	64	57	51	45	40	35	32	32	32	68	60	53	46	40	33	28	25	24	25	65	58	50	43	35	28	22	17	16	17	64	56	48	40	32	25	17	11	8	11	64	56	48	40	32	24	16	8	0	8	64	56	48	40	32	25	17	11	8	11	65	58	50	43	35	28	22	17	16	17	68	60	53	46	40	33	28	25	24	25	71	64	57	51	45	40	35	32	32	32	
82	75	68	62	56	51	46	43	40	40	78	71	64	57	51	45	40	35	32	32	75	68	60	53	46	40	33	28	25	24	73	65	58	50	43	35	28	22	17	16	72	64	56	48	40	32	25	17	11	8	72	64	56	48	40	32	24	16	8	0	72	64	56	48	40	32	25	17	11	8	73	65	58	50	43	35	28	22	17	16	75	68	60	53	46	40	33	28	25	24	78	71	64	57	51	45	40	35	32	32	
48	48	50	53	57	62	67	73	80	86	40	40	43	46	51	56	62	68	75	82	32	32	35	40	45	51	57	64	71	78	24	25	28	33	40	46	53	60	68	75	16	17	22	28	35	43	50	58	65	73	8	11	17	25	32	40	48	56	64	72	0	8	16	24	32	40	48	56	64	72	8	11	17	25	32	40	48	56	64	72	16	17	22	28	35	43	50	58	65	73	24	25	28	33	40	46	53	60	68	75	
48	48	48	50	53	57	62	67	73	80	40	40	40	43	46	51	56	62	68	75	32	32	32	35	40	45	51	57	64	71	25	24	25	28	33	40	46	53	60	68	17	16	17	22	28	35	43	50	58	65	11	8	11	17	25	32	40	48	56	64	8	0	8	16	24	32	40	48	56	64	11	8	11	17	25	32	40	48	56	64	17	16	17	22	28	35	43	50	58	65	25	24	25	28	33	40	46	53	60	68	
50	48	48	48	50	53	57	62	67	73	43	40	40	40	43	46	51	56	62	68	35	32	32	32	35	40	45	51	57	64	28	25	24	25	28	33	40	46	53	60	22	17	16	17	22	28	35	43	50	58	17	11	8	11	17	25	32	40	48	56	16	8	0	8	16	24	32	40	48	56	17	11	8	11	17	25	32	40	48	56	22	17	16	17	22	28	35	43	50	58	28	25	24	25	28	33	40	46	53	60	
53	50	48	48	48	50	53	57	62	67	46	43	40	40	40	43	46	51	56	62	40	35	32	32	32	35	40	45	51	57	33	28	25	24	25	28	33	40	46	53	28	22	17	16	17	22	28	35	43	50	25	17	11	8	11	17	25	32	40	48	24	16	8	0	8	16	24	32	40	48	25	17	11	8	11	17	25	32	40	48	28	22	17	16	17	22	28	35	43	50	33	28	25	24	25	28	33	40	46	53	
57	53	50	48	48	48	50	53	57	62	51	46	43	40	40	40	43	46	51	56	45	40	35	32	32	32	35	40	45	51	40	33	28	25	24	25	28	33	40	46	35	28	22	17	16	17	22	28	35	43	32	25	17	11	8	11	17	25	32	40	32	24	16	8	0	8	16	24	32	40	32	25	17	11	8	11	17	25	32	40	35	28	22	17	16	17	22	28	35	43	40	33	28	25	24	25	28	33	40	46	
62	57	53	50	48	48	48	50	53	57	56	51	46	43	40	40	40	43	46	51	51	45	40	35	32	32	32	35	40	45	46	40	33	28	25	24	25	28	33	40	43	35	28	22	17	16	17	22	28	35	40	32	25	17	11	8	11	17	25	32	40	32	24	16	8	0	8	16	24	32	40	32	25	17	11	8	11	17	25	32	43	35	28	22	17	16	17	22	28	35	46	40	33	28	25	24	25	28	33	40	
67	62	57	53	50	48	48	48	50	53	62	56	51	46	43	40	40	40	43	46	57	51	45	40	35	32	32	32	35	40	53	46	40	33	28	25	24	25	28	33	50	43	35	28	22	17	16	17	22	28	48	40	32	25	17	11	8	11	17	25	48	40	32	24	16	8	0	8	16	24	48	40	32	25	17	11	8	11	17	25	50	43	35	28	22	17	16	17	22	28	53	46	40	33	28	25	24	25	28	33	
73	67	62	57	53	50	48	48	48	50	68	62	56	51	46	43	40	40	40	43	64	57	51	45	40	35	32	32	32	35	60	53	46	40	33	28	25	24	25	28	58	50	43	35	28	22	17	16	17	22	56	48	40	32	25	17	11	8	11	17	56	48	40	32	24	16	8	0	8	16	56	48	40	32	25	17	11	8	11	17	58	50	43	35	28	22	17	16	17	22	60	53	46	40	33	28	25	24	25	28	
80	73	67	62	57	53	50	48	48	48	75	68	62	56	51	46	43	40	40	40	71	64	57	51	45	40	35	32	32	32	68	60	53	46	40	33	28	25	24	25	65	58	50	43	35	28	22	17	16	17	64	56	48	40	32	25	17	11	8	11	64	56	48	40	32	24	16	8	0	8	64	56	48	40	32	25	17	11	8	11	65	58	50	43	35	28	22	17	16	17	68	60	53	46	40	33	28	25	24	25	
